"memory","rt","is_old_chosen","is_old","column5","column6","column7","column8","column9","column10","participant_code","is_self","is_surprise"
"memory",1468,2,2,950,-230,230,0,40,94,"an_ta_1995_12_26_945_m","STRANGER","SURPRISE"
"memory",2632,1,1,500,230,-230,1,3,90,"an_ta_1995_12_26_945_m","STRANGER","SURPRISE"
"memory",1983,2,2,500,-230,230,0,36,89,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1395,1,1,1100,230,-230,1,7,59,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1123,1,1,500,-230,230,1,32,54,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",933,1,1,650,230,-230,1,27,55,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1103,1,1,950,230,-230,1,46,72,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",966,1,1,950,230,-230,1,1,72,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1623,1,1,500,-230,230,1,1,75,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1150,1,1,500,230,-230,1,10,87,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1729,2,2,800,-230,230,0,23,58,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1150,1,1,950,230,-230,1,29,53,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1202,1,1,500,230,-230,1,23,99,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",916,1,1,500,-230,230,1,25,56,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1304,1,1,500,230,-230,1,16,86,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",917,1,1,950,230,-230,1,14,99,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1311,1,1,800,230,-230,1,5,69,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",999,2,2,950,230,-230,0,47,89,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1526,1,1,650,230,-230,1,44,87,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1557,1,1,500,230,-230,1,21,97,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2170,1,1,950,230,-230,1,22,90,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",975,1,1,650,-230,230,1,5,58,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1511,1,1,800,-230,230,1,1,62,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1614,2,2,950,230,-230,0,12,62,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1759,1,1,1100,230,-230,1,16,83,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1089,1,1,650,230,-230,1,29,85,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1652,1,1,800,-230,230,1,16,67,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",3000,3,-1,800,230,-230,0,9,89,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1216,1,1,500,230,-230,1,16,85,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2045,1,1,500,230,-230,1,14,71,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2394,2,2,800,230,-230,0,22,92,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1434,1,1,800,230,-230,1,29,74,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2349,1,1,950,-230,230,1,23,87,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2564,2,2,650,230,-230,0,50,55,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1643,1,1,650,230,-230,1,25,81,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1860,1,1,500,230,-230,1,28,57,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",980,1,1,950,230,-230,1,27,73,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",988,2,2,650,-230,230,0,13,91,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",954,1,1,500,230,-230,1,15,77,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1219,2,2,950,-230,230,0,12,55,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1974,3,-1,500,230,-230,0,2,57,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1068,1,1,500,-230,230,1,5,87,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",2473,2,2,800,-230,230,0,25,86,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1651,1,1,650,-230,230,1,37,100,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1229,1,1,500,230,-230,1,7,69,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1175,1,1,650,-230,230,1,41,71,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1056,2,3,800,230,-230,0,45,67,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1153,1,1,950,230,-230,1,31,51,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",823,1,1,800,-230,230,1,15,97,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1381,2,2,950,230,-230,0,8,99,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",960,1,1,800,230,-230,1,36,52,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1427,1,1,950,-230,230,1,9,60,"fr_pi_1996_06_22_986_m","SELF","NOSURPRISE"
"memory",1469,1,1,500,-230,230,1,47,60,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1770,2,2,950,230,-230,0,24,67,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2483,2,2,500,-230,230,0,31,76,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1196,1,1,950,-230,230,1,25,95,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1912,1,1,650,230,-230,1,25,78,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1456,1,1,950,-230,230,1,32,89,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2880,1,1,650,230,-230,1,42,92,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2009,1,1,650,230,-230,1,45,68,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1970,2,2,800,230,-230,0,22,92,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1485,1,1,950,230,-230,1,49,85,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",3000,3,-1,650,230,-230,0,28,64,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1443,2,2,950,-230,230,0,38,56,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1941,1,1,950,-230,230,1,27,66,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1978,1,1,950,-230,230,1,24,88,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1870,2,2,650,230,-230,0,14,51,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1871,2,2,500,230,-230,0,9,60,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1636,1,1,500,230,-230,1,42,67,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1168,2,2,800,-230,230,0,39,86,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1670,1,1,500,-230,230,1,30,74,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1701,1,1,800,-230,230,1,50,70,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1214,1,1,500,230,-230,1,10,85,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1525,1,1,650,-230,230,1,4,80,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",997,1,1,500,-230,230,1,24,69,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1366,2,2,650,-230,230,0,20,76,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1481,1,1,1100,-230,230,1,40,99,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1228,1,1,950,230,-230,1,12,81,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1162,1,1,500,-230,230,1,30,59,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1280,1,1,800,230,-230,1,29,91,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1404,2,2,500,230,-230,0,34,72,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1702,2,2,800,230,-230,0,34,68,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2467,1,1,950,230,-230,1,47,67,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1938,1,1,800,230,-230,1,7,93,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1222,1,1,800,230,-230,1,20,84,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1671,2,2,650,230,-230,0,26,70,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1633,1,1,800,230,-230,1,17,96,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2573,1,1,800,-230,230,1,13,85,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1756,2,2,500,230,-230,0,21,64,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1109,2,2,500,-230,230,0,45,76,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1247,1,1,950,-230,230,1,22,79,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1524,1,1,950,230,-230,1,15,100,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1311,1,1,500,230,-230,1,47,93,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2621,1,1,500,230,-230,1,33,75,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1845,2,2,800,-230,230,0,35,54,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1260,1,1,1100,-230,230,1,19,69,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1033,1,1,950,-230,230,1,38,72,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2071,2,2,800,-230,230,0,26,79,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1684,2,2,650,230,-230,0,4,81,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1812,1,1,650,-230,230,1,25,68,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1121,2,2,500,230,-230,0,43,68,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",1992,1,1,1100,230,-230,1,10,83,"fr_pi_1996_06_22_986_m","SELF","SURPRISE"
"memory",2056,1,1,950,-230,230,1,9,86,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1776,1,1,650,230,-230,1,29,68,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1174,1,1,950,-230,230,1,14,90,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1181,1,1,800,230,-230,1,50,60,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",856,1,1,800,-230,230,1,44,97,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",820,1,1,650,230,-230,1,24,76,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",925,1,1,500,-230,230,1,50,93,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1097,1,1,650,-230,230,1,40,77,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",834,1,1,500,230,-230,1,35,73,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",954,1,1,800,230,-230,1,21,68,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",829,1,1,500,230,-230,1,44,84,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1344,1,1,500,-230,230,1,1,51,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1001,1,1,650,230,-230,1,5,79,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1948,1,1,800,-230,230,1,25,86,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",2123,1,1,800,230,-230,1,27,55,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1073,1,1,1100,230,-230,1,49,62,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1545,2,2,800,230,-230,0,36,82,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",2148,2,2,950,-230,230,0,23,67,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1828,2,2,500,-230,230,0,18,75,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",991,1,1,650,230,-230,1,23,86,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1129,1,1,1100,-230,230,1,44,89,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1287,1,1,950,230,-230,1,6,62,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1730,1,1,500,230,-230,1,34,97,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1208,1,1,500,-230,230,1,37,92,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",950,1,1,800,230,-230,1,1,72,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1114,1,1,800,-230,230,1,46,89,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",842,1,1,800,-230,230,1,30,79,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1317,1,1,800,-230,230,1,36,70,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1425,1,1,800,-230,230,1,16,85,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",2542,2,2,950,230,-230,0,4,60,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",913,1,1,500,-230,230,1,6,74,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1619,1,1,650,-230,230,1,7,62,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1081,1,1,800,-230,230,1,42,92,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",993,2,2,950,-230,230,0,34,73,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1301,1,1,650,-230,230,1,32,88,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1279,1,1,950,-230,230,1,23,78,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1074,1,1,950,230,-230,1,1,54,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1895,2,2,500,-230,230,0,38,77,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1411,2,2,800,230,-230,0,12,67,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",981,1,1,950,-230,230,1,16,83,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",907,1,1,950,-230,230,1,45,97,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1225,1,1,950,230,-230,1,19,88,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1170,1,1,800,230,-230,1,3,92,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1810,1,1,950,230,-230,1,15,91,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1419,1,1,1100,230,-230,1,13,64,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1548,2,2,650,230,-230,0,26,55,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1269,1,1,950,230,-230,1,36,59,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1312,1,1,950,-230,230,1,25,91,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1144,1,1,950,-230,230,1,16,70,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",679,2,2,650,230,-230,0,5,55,"fr_pi_1996_06_22_986_m","STRANGER","NOSURPRISE"
"memory",1165,1,1,800,230,-230,1,8,79,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",898,1,1,800,-230,230,1,33,60,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1127,1,1,800,-230,230,1,27,73,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1402,1,1,800,230,-230,1,46,77,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1588,2,2,950,-230,230,0,10,62,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1174,1,1,950,-230,230,1,26,69,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1307,2,2,500,230,-230,0,29,53,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1265,1,1,950,230,-230,1,40,71,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1593,2,2,650,230,-230,0,38,90,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1863,2,2,800,-230,230,0,29,90,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2251,1,1,950,-230,230,1,12,97,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1877,2,2,500,-230,230,0,43,84,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2933,1,1,800,-230,230,1,2,95,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1729,1,1,950,-230,230,1,50,95,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1818,1,1,950,230,-230,1,6,67,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1259,1,1,950,-230,230,1,5,83,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1466,2,2,650,-230,230,0,10,51,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1748,1,1,950,-230,230,1,12,70,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2150,1,1,650,-230,230,1,13,89,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1522,1,1,800,-230,230,1,43,89,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1285,1,1,650,230,-230,1,38,70,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2646,1,1,650,-230,230,1,23,68,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",3000,3,-1,950,230,-230,0,7,57,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1689,2,2,950,-230,230,0,7,89,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1426,1,1,800,-230,230,1,25,61,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1337,2,2,500,-230,230,0,22,82,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1272,1,1,500,230,-230,1,3,54,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2637,3,-1,650,-230,230,0,42,57,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1158,1,1,650,230,-230,1,37,69,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1586,1,1,500,230,-230,1,28,91,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1030,2,2,500,230,-230,0,8,61,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",772,1,1,1100,-230,230,1,40,58,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1010,1,1,650,-230,230,1,16,74,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1211,1,1,500,230,-230,1,3,74,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1378,1,1,950,-230,230,1,4,64,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1129,1,1,500,230,-230,1,25,96,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2359,2,2,500,230,-230,0,50,51,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1536,1,1,800,-230,230,1,19,83,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1192,1,1,500,-230,230,1,7,85,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1552,1,1,650,-230,230,1,11,86,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1631,2,2,500,230,-230,0,11,96,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1175,1,1,950,-230,230,1,43,80,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1043,1,1,950,230,-230,1,36,74,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",929,1,1,950,230,-230,1,8,95,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1479,2,2,650,230,-230,0,17,66,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1437,1,1,500,-230,230,1,9,69,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1433,1,1,950,-230,230,1,50,63,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",1140,1,1,500,-230,230,1,48,75,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
"memory",2080,1,1,1100,-230,230,1,2,54,"fr_pi_1996_06_22_986_m","STRANGER","SURPRISE"
